,Frequency (kHz),Pulse duration (ns),Photoluminescence
0,2860000,100,8463.890625
1,2860000,130,58748.109375
2,2860000,160,61116.007812
3,2860000,190,47520.5
4,2860000,220,40582.5
5,2860000,250,51504.59375
6,2860000,280,54370.890625
7,2860000,310,47043.40625
8,2860000,340,40595.796875
9,2860000,370,44486.609375
10,2860000,400,48739.5
11,2860000,430,50352.5
12,2860000,460,46838.609375
13,2860000,490,44366.796875
14,2860000,520,45836.5
15,2860000,550,46563.703125
16,2860000,580,45953.703125
17,2860000,610,45862.0
18,2860000,640,46868.8125
19,2860000,670,49032.59375
20,2860000,700,48153.609375
21,2860000,730,44628.5
22,2860000,760,42485.90625
23,2860000,790,44297.0
24,2860000,820,46997.09375
25,2860000,850,47935.203125
26,2860000,880,46498.703125
27,2860000,910,44612.6875
28,2860000,940,45728.109375
29,2860000,970,48277.6875
30,2860000,1000,48604.59375
31,2860000,1030,46286.09375
32,2860000,1060,43503.09375
33,2860000,1090,42957.890625
34,2860000,1120,44860.796875
35,2860000,1150,47628.703125
36,2860000,1180,47772.0
37,2860000,1210,46451.8125
38,2860000,1240,45286.5
39,2860000,1270,45389.890625
40,2860000,1300,46564.40625
41,2860000,1330,47131.703125
42,2860000,1360,46435.0
43,2860000,1390,45297.203125
44,2860000,1420,44952.90625
45,2860000,1450,45710.90625
46,2860000,1480,46640.796875
47,2860000,1510,46886.203125
48,2860000,1540,46031.796875
49,2860000,1570,45228.0
50,2860000,1600,45234.40625
51,2860000,1630,45990.390625
52,2860000,1660,46803.296875
53,2860000,1690,46590.703125
54,2860000,1720,46169.296875
55,2860000,1750,45808.203125
56,2860000,1780,45614.796875
57,2860000,1810,45484.609375
58,2860000,1840,45618.5
59,2860000,1870,46090.3125
60,2860000,1900,46546.90625
61,2860000,1930,46487.703125
62,2860000,1960,45886.296875
63,2860000,1990,45183.6875
64,2860000,2020,45939.0
65,2860000,2050,46762.796875
66,2860000,2080,46678.0
67,2860000,2110,45472.0
68,2860000,2140,44929.109375
69,2860000,2170,45715.09375
70,2860000,2200,46736.09375
71,2860000,2230,47040.609375
72,2860000,2260,45683.796875
73,2860000,2290,44759.0
74,2860000,2320,45111.890625
75,2860000,2350,46697.796875
76,2860000,2380,47177.203125
77,2860000,2410,46304.296875
78,2860000,2440,45515.59375
79,2860000,2470,45490.59375
80,2860000,2500,46227.40625
81,2860000,2530,46525.59375
82,2860000,2560,46004.703125
83,2860000,2590,45354.203125
84,2860000,2620,45383.203125
85,2860000,2650,46453.796875
86,2860000,2680,46726.796875
87,2860000,2710,46303.203125
88,2860000,2740,45911.0
89,2860000,2770,45860.703125
90,2860000,2800,46025.09375
91,2860000,2830,45845.703125
92,2860000,2860,45670.09375
93,2860000,2890,45594.09375
94,2860000,2920,46365.796875
95,2860000,2950,46707.796875
96,2860000,2980,46313.203125
97,2860000,3010,45657.5
98,2860000,3040,45591.59375
99,2860000,3070,46056.09375
100,2860000,3100,46266.296875
101,2860000,3130,45971.09375
102,2860000,3160,45690.09375
103,2860000,3190,45727.109375
104,2860000,3220,46475.09375
105,2860000,3250,46659.703125
106,2860000,3280,46306.0
107,2860000,3310,45519.109375
108,2860000,3340,45426.8125
109,2860000,3370,45988.59375
110,2860000,3400,46344.40625
111,2860000,3430,46305.296875
112,2860000,3460,46113.59375
113,2860000,3490,46011.6875
114,2860000,3520,46157.0
115,2860000,3550,46198.203125
116,2860000,3580,45821.390625
117,2860000,3610,45901.5
118,2860000,3640,45817.59375
119,2860000,3670,46101.0
120,2860000,3700,46267.59375
121,2860000,3730,46304.0
122,2860000,3760,46282.5
123,2860000,3790,46052.5
124,2860000,3820,45672.203125
125,2860000,3850,45895.703125
126,2860000,3880,45930.390625
127,2860000,3910,46107.296875
128,2860000,3940,46248.203125
129,2860000,3970,46276.8125
130,2860000,4000,46191.890625
131,2860000,4030,46162.703125
132,2860000,4060,46149.109375
133,2860000,4090,46045.609375
134,2860000,4120,46039.0
135,2860000,4150,45998.109375
136,2860000,4180,45767.109375
137,2860000,4210,46148.3125
138,2860000,4240,46259.296875
139,2860000,4270,46293.796875
140,2860000,4300,46194.203125
141,2860000,4330,46071.609375
142,2860000,4360,45947.0
143,2860000,4390,45977.296875
144,2860000,4420,46098.890625
145,2860000,4450,46019.6875
146,2860000,4480,46292.609375
147,2860000,4510,46205.109375
148,2860000,4540,46089.09375
149,2860000,4570,46168.203125
150,2860000,4600,46225.5
151,2860000,4630,46223.296875
152,2860000,4660,46057.703125
153,2860000,4690,46041.5
154,2860000,4720,46087.296875
155,2860000,4750,46363.0
156,2860000,4780,46377.796875
157,2860000,4810,45937.796875
158,2860000,4840,46045.203125
159,2860000,4870,46020.296875
160,2860000,4900,46124.1875
161,2860000,4930,46251.09375
162,2860000,4960,46288.703125
163,2860000,4990,46244.390625
164,2860000,5020,46186.90625
165,2860000,5050,46182.796875
166,2860000,5080,46189.703125
167,2860000,5110,45869.59375
168,2860000,5140,46163.6875
169,2860000,5170,46180.8125
170,2860000,5200,46166.796875
171,2860000,5230,46178.890625
172,2860000,5260,46209.203125
173,2860000,5290,46340.203125
174,2860000,5320,46356.90625
175,2860000,5350,46171.203125
176,2860000,5380,45748.90625
177,2860000,5410,46063.296875
178,2860000,5440,46142.890625
179,2860000,5470,46359.390625
180,2860000,5500,46331.296875
181,2860000,5530,46196.09375
182,2860000,5560,46124.390625
183,2860000,5590,46232.796875
184,2860000,5620,46300.203125
185,2860000,5650,46304.09375
186,2860000,5680,46184.1875
187,2860000,5710,46152.90625
188,2860000,5740,45988.0
189,2860000,5770,46350.796875
190,2860000,5800,46341.703125
191,2860000,5830,46292.796875
192,2860000,5860,46215.5
193,2860000,5890,46202.0
194,2860000,5920,46207.0
195,2860000,5950,46249.40625
196,2860000,5980,46301.6875
197,2860000,6010,46104.3125
198,2860000,6040,46324.0
199,2860000,6070,46297.5
200,2860000,6100,46234.3125
201,2860000,6130,46203.8125
202,2860000,6160,46248.40625
203,2860000,6190,46300.5
204,2860000,6220,46225.609375
205,2860000,6250,46215.09375
206,2860000,6280,46272.90625
207,2860000,6310,46353.5
208,2860000,6340,46458.703125
209,2860000,6370,46062.609375
210,2860000,6400,46204.296875
211,2860000,6430,46145.90625
212,2860000,6460,46248.5
213,2860000,6490,46363.203125
214,2860000,6520,46371.296875
215,2860000,6550,46314.0
216,2860000,6580,46257.890625
217,2860000,6610,46248.09375
218,2860000,6640,46055.09375
219,2860000,6670,46267.203125
220,2860000,6700,46257.203125
221,2860000,6730,46210.59375
222,2860000,6760,46245.203125
223,2860000,6790,46346.703125
224,2860000,6820,46373.5
225,2860000,6850,46394.0
226,2860000,6880,46362.0
227,2860000,6910,46191.796875
228,2860000,6940,46202.5
229,2860000,6970,46297.90625
230,2860000,7000,46084.796875
231,2860000,7030,46387.5
232,2860000,7060,46391.90625
233,2860000,7090,46319.203125
234,2860000,7120,46366.0
235,2860000,7150,46272.609375
236,2860000,7180,46276.5
237,2860000,7210,46321.0
238,2860000,7240,46312.609375
239,2860000,7270,46122.90625
240,2860000,7300,46337.203125
241,2860000,7330,46291.609375
242,2860000,7360,46321.609375
243,2860000,7390,46434.0
244,2860000,7420,46298.609375
245,2860000,7450,46244.296875
246,2860000,7480,46253.5
247,2860000,7510,46311.09375
248,2860000,7540,46416.90625
249,2860000,7570,46480.890625
250,2860000,7600,46380.796875
251,2860000,7630,46102.203125
252,2860000,7660,46388.09375
253,2860000,7690,46372.5
254,2860000,7720,46397.5
255,2860000,7750,46371.3125
256,2860000,7780,46297.3125
257,2860000,7810,46343.203125
258,2860000,7840,46390.296875
259,2860000,7870,46420.203125
260,2860000,7900,46166.8125
261,2860000,7930,46301.296875
262,2860000,7960,46362.296875
263,2860000,7990,46453.40625
264,2860000,8020,46377.09375
265,2860000,8050,46423.90625
266,2860000,8080,46369.703125
267,2860000,8110,46429.59375
268,2860000,8140,46456.703125
269,2860000,8170,46411.203125
270,2860000,8200,46132.0
271,2860000,8230,46398.5
272,2860000,8260,46436.90625
273,2860000,8290,46401.5
274,2860000,8320,46423.109375
275,2860000,8350,46376.0
276,2860000,8380,46479.40625
277,2860000,8410,46440.109375
278,2860000,8440,46492.0
279,2860000,8470,46383.296875
280,2860000,8500,46375.296875
281,2860000,8530,46377.5
282,2860000,8560,46491.109375
283,2860000,8590,46236.09375
284,2860000,8620,46458.3125
285,2860000,8650,46442.609375
286,2860000,8680,46362.203125
287,2860000,8710,46434.6875
288,2860000,8740,46484.796875
289,2860000,8770,46451.296875
290,2860000,8800,46447.1875
291,2860000,8830,46158.390625
292,2860000,8860,46499.796875
293,2860000,8890,46445.703125
294,2860000,8920,46459.0
295,2860000,8950,46457.609375
296,2860000,8980,46435.796875
297,2860000,9010,46468.109375
298,2860000,9040,46482.5
299,2860000,9070,46448.0
300,2860000,9100,46461.90625
301,2860000,9130,46462.296875
302,2860000,9160,46495.40625
303,2860000,9190,46244.296875
304,2860000,9220,46475.890625
305,2860000,9250,46471.90625
306,2860000,9280,46439.890625
307,2860000,9310,46474.203125
308,2860000,9340,46494.703125
309,2860000,9370,46530.609375
310,2860000,9400,46474.609375
311,2860000,9430,46530.296875
312,2860000,9460,46518.8125
313,2860000,9490,46249.703125
314,2860000,9520,46508.59375
315,2860000,9550,46513.796875
316,2860000,9580,46479.796875
317,2860000,9610,46556.0
318,2860000,9640,46533.296875
319,2860000,9670,46552.0
320,2860000,9700,46503.09375
321,2860000,9730,46492.203125
322,2860000,9760,46228.796875
323,2860000,9790,46519.609375
324,2860000,9820,46512.296875
325,2860000,9850,46502.203125
326,2860000,9880,46549.609375
327,2860000,9910,46508.90625
328,2860000,9940,46512.796875
329,2860000,9970,46538.203125
330,2860000,10000,46511.109375
331,2860000,10030,46436.09375
332,2860000,10060,46533.90625
333,2860000,10090,46580.296875
334,2860000,10120,46555.90625
335,2860000,10150,46252.09375
336,2860000,10180,46531.890625
337,2860000,10210,46535.609375
338,2860000,10240,46551.609375
339,2860000,10270,46563.703125
340,2860000,10300,46510.296875
341,2860000,10330,46546.59375
342,2860000,10360,46544.5
343,2860000,10390,46313.390625
344,2860000,10420,46550.296875
345,2860000,10450,46548.5
346,2860000,10480,46552.0
347,2860000,10510,46547.90625
348,2860000,10540,46535.296875
349,2860000,10570,46551.109375
350,2860000,10600,46540.40625
351,2860000,10630,46568.0
352,2860000,10660,46506.296875
353,2860000,10690,46555.703125
354,2860000,10720,46530.796875
355,2860000,10750,46319.5
356,2860000,10780,46616.5
357,2860000,10810,46589.0
358,2860000,10840,46589.59375
359,2860000,10870,46533.0
360,2860000,10900,46543.203125
361,2860000,10930,46579.609375
362,2860000,10960,46557.59375
363,2860000,10990,46566.890625
364,2860000,11020,46310.0
365,2860000,11050,46560.09375
366,2860000,11080,46563.390625
367,2860000,11110,46609.09375
368,2860000,11140,46562.59375
369,2860000,11170,46555.609375
370,2860000,11200,46569.703125
371,2860000,11230,46613.90625
372,2860000,11260,46561.703125
373,2860000,11290,46603.5
374,2860000,11320,46589.5
375,2860000,11350,46610.59375
376,2860000,11380,46614.109375
377,2860000,11410,46343.109375
378,2860000,11440,46596.90625
379,2860000,11470,46650.90625
380,2860000,11500,46553.390625
381,2860000,11530,46613.609375
382,2860000,11560,46592.203125
383,2860000,11590,46539.0
384,2860000,11620,46633.296875
385,2860000,11650,46369.390625
386,2860000,11680,46625.0
387,2860000,11710,46580.796875
388,2860000,11740,46628.203125
389,2860000,11770,46645.390625
390,2860000,11800,46647.796875
391,2860000,11830,46649.296875
392,2860000,11860,46644.296875
393,2860000,11890,46582.796875
394,2860000,11920,46637.90625
395,2860000,11950,46656.109375
396,2860000,11980,46649.703125
397,2860000,12010,46424.296875
398,2860000,12040,46671.203125
399,2860000,12070,46665.796875
400,2860000,12100,46670.09375
401,2860000,12130,46630.90625
402,2860000,12160,46616.40625
403,2860000,12190,46664.1875
404,2860000,12220,46654.296875
405,2860000,12250,46656.59375
406,2860000,12280,46642.09375
407,2860000,12310,46619.109375
408,2860000,12340,46666.09375
409,2860000,12370,46697.5
410,2860000,12400,46431.796875
411,2860000,12430,46674.203125
412,2860000,12460,46645.609375
413,2860000,12490,46682.90625
414,2860000,12520,46644.90625
415,2860000,12550,46678.1875
416,2860000,12580,46390.609375
417,2860000,12610,46675.890625
418,2860000,12640,46655.390625
419,2860000,12670,46700.0
420,2860000,12700,46641.40625
421,2860000,12730,46685.59375
422,2860000,12760,46674.390625
423,2860000,12790,46684.40625
424,2860000,12820,46722.0
425,2860000,12850,46653.109375
426,2860000,12880,46680.109375
427,2860000,12910,46705.203125
428,2860000,12940,46431.0
429,2860000,12970,46670.296875
430,2860000,13000,46670.203125
431,2860000,13030,46722.59375
432,2860000,13060,46678.703125
433,2860000,13090,46660.59375
