,Frequency (kHz),Pulse duration (ns),Photoluminescence
0,2860000,100,10387.625
1,2860000,130,75048.40625
2,2860000,160,75668.59375
3,2860000,190,68991.6875
4,2860000,220,56825.09375
5,2860000,250,62509.875
6,2860000,280,66279.28125
7,2860000,310,65100.3125
8,2860000,340,59269.3125
9,2860000,370,56812.40625
10,2860000,400,61429.09375
11,2860000,430,65440.5
12,2860000,460,64871.6875
13,2860000,490,61158.375
14,2860000,520,57707.09375
15,2860000,550,60029.59375
16,2860000,580,63455.8125
17,2860000,610,63492.90625
18,2860000,640,62214.0
19,2860000,670,59268.1875
20,2860000,700,59829.3125
21,2860000,730,62739.28125
22,2860000,760,63620.5
23,2860000,790,61146.5
24,2860000,820,57521.3125
25,2860000,850,56060.6875
26,2860000,880,58993.40625
27,2860000,910,64229.59375
28,2860000,940,65333.5
29,2860000,970,62723.3125
30,2860000,1000,60323.0
31,2860000,1030,58483.90625
32,2860000,1060,59613.59375
33,2860000,1090,61297.125
34,2860000,1120,61520.3125
35,2860000,1150,60580.71875
36,2860000,1180,60092.1875
37,2860000,1210,60866.6875
38,2860000,1240,61305.78125
39,2860000,1270,61942.5
40,2860000,1300,61263.90625
41,2860000,1330,60826.8125
42,2860000,1360,60933.78125
43,2860000,1390,61545.5
44,2860000,1420,61456.28125
45,2860000,1450,60382.09375
46,2860000,1480,59627.8125
47,2860000,1510,60182.1875
48,2860000,1540,61197.78125
49,2860000,1570,62001.09375
50,2860000,1600,61258.90625
51,2860000,1630,60586.71875
52,2860000,1660,60099.59375
53,2860000,1690,60631.1875
54,2860000,1720,61523.09375
55,2860000,1750,62007.3125
56,2860000,1780,61276.1875
57,2860000,1810,60043.09375
58,2860000,1840,59718.09375
59,2860000,1870,59841.1875
60,2860000,1900,61144.59375
61,2860000,1930,61517.3125
62,2860000,1960,61464.125
63,2860000,1990,61010.40625
64,2860000,2020,60770.8125
65,2860000,2050,60694.5
66,2860000,2080,60825.90625
67,2860000,2110,60981.40625
68,2860000,2140,61027.3125
69,2860000,2170,61238.90625
70,2860000,2200,61137.78125
71,2860000,2230,60454.0
72,2860000,2260,60594.5
73,2860000,2290,60609.40625
74,2860000,2320,60826.625
75,2860000,2350,61112.71875
76,2860000,2380,61203.8125
77,2860000,2410,61037.09375
78,2860000,2440,61049.375
79,2860000,2470,61104.09375
80,2860000,2500,61104.90625
81,2860000,2530,60575.5
82,2860000,2560,60831.78125
83,2860000,2590,60569.09375
84,2860000,2620,60637.40625
85,2860000,2650,60839.09375
86,2860000,2680,61151.0
87,2860000,2710,61391.8125
88,2860000,2740,61422.21875
89,2860000,2770,61276.78125
90,2860000,2800,60561.40625
91,2860000,2830,60558.5
92,2860000,2860,60333.90625
93,2860000,2890,60466.375
94,2860000,2920,60955.21875
95,2860000,2950,61483.09375
96,2860000,2980,61576.0
97,2860000,3010,61237.21875
98,2860000,3040,60817.1875
99,2860000,3070,60686.09375
100,2860000,3100,60840.59375
101,2860000,3130,61048.40625
102,2860000,3160,60526.3125
103,2860000,3190,60847.59375
104,2860000,3220,60905.90625
105,2860000,3250,61110.21875
106,2860000,3280,61367.3125
107,2860000,3310,61272.625
108,2860000,3340,60970.3125
109,2860000,3370,60627.8125
110,2860000,3400,60500.5
111,2860000,3430,60881.28125
112,2860000,3460,61045.28125
113,2860000,3490,60778.0
114,2860000,3520,61255.8125
115,2860000,3550,61243.5
116,2860000,3580,61158.0
117,2860000,3610,60974.59375
118,2860000,3640,60798.6875
119,2860000,3670,60547.09375
120,2860000,3700,60843.1875
121,2860000,3730,61293.0
122,2860000,3760,61560.40625
123,2860000,3790,60947.71875
124,2860000,3820,61032.90625
125,2860000,3850,60692.21875
126,2860000,3880,60672.0
127,2860000,3910,61037.21875
128,2860000,3940,61257.71875
129,2860000,3970,61195.90625
130,2860000,4000,60981.6875
131,2860000,4030,61017.0
132,2860000,4060,60712.0
133,2860000,4090,61251.8125
134,2860000,4120,61191.0
135,2860000,4150,60893.0
136,2860000,4180,60808.90625
137,2860000,4210,60834.40625
138,2860000,4240,61076.90625
139,2860000,4270,61247.5
140,2860000,4300,61225.8125
141,2860000,4330,61247.8125
142,2860000,4360,61220.90625
143,2860000,4390,61170.59375
144,2860000,4420,60412.8125
145,2860000,4450,60781.09375
146,2860000,4480,60802.0
147,2860000,4510,61102.09375
148,2860000,4540,61392.09375
149,2860000,4570,61448.59375
150,2860000,4600,61318.90625
151,2860000,4630,60883.71875
152,2860000,4660,60742.28125
153,2860000,4690,60464.8125
154,2860000,4720,61136.5
155,2860000,4750,61294.90625
156,2860000,4780,61234.6875
157,2860000,4810,61007.09375
158,2860000,4840,61036.78125
159,2860000,4870,61133.78125
160,2860000,4900,61178.59375
161,2860000,4930,61157.90625
162,2860000,4960,61105.5
163,2860000,4990,61054.28125
164,2860000,5020,61134.78125
165,2860000,5050,60710.5
166,2860000,5080,61260.1875
167,2860000,5110,61216.0
168,2860000,5140,61200.6875
169,2860000,5170,61200.09375
170,2860000,5200,61154.5
171,2860000,5230,61078.0
172,2860000,5260,60966.21875
173,2860000,5290,61038.09375
174,2860000,5320,61220.1875
175,2860000,5350,61005.5
176,2860000,5380,61382.3125
177,2860000,5410,61115.59375
178,2860000,5440,60930.3125
179,2860000,5470,60967.6875
180,2860000,5500,61031.8125
181,2860000,5530,61293.5
182,2860000,5560,61444.5
183,2860000,5590,61286.71875
184,2860000,5620,60712.71875
185,2860000,5650,61193.59375
186,2860000,5680,61091.09375
187,2860000,5710,61149.5
188,2860000,5740,61187.09375
189,2860000,5770,61249.6875
190,2860000,5800,61210.3125
191,2860000,5830,61269.0
192,2860000,5860,61314.40625
193,2860000,5890,61318.5
194,2860000,5920,61156.375
