,Frequency (kHz),Pulse duration (ns),Photoluminescence
0,2860000,100,12046.296875
1,2860000,130,67456.0
2,2860000,160,65542.09375
3,2860000,190,56543.296875
4,2860000,220,47067.703125
5,2860000,250,52125.5
6,2860000,280,57326.59375
7,2860000,310,57404.5
8,2860000,340,53715.296875
9,2860000,370,54907.5
10,2860000,400,55935.796875
11,2860000,430,54934.90625
12,2860000,460,53444.203125
13,2860000,490,53325.0
14,2860000,520,55759.703125
15,2860000,550,57440.40625
16,2860000,580,55037.59375
17,2860000,610,51052.796875
18,2860000,640,50390.109375
19,2860000,670,54628.59375
20,2860000,700,57529.40625
21,2860000,730,56986.609375
22,2860000,760,54503.90625
23,2860000,790,51522.796875
24,2860000,820,52800.40625
25,2860000,850,54919.3125
26,2860000,880,55939.703125
27,2860000,910,54766.8125
28,2860000,940,53441.390625
29,2860000,970,53720.5
30,2860000,1000,54636.0
31,2860000,1030,55215.109375
32,2860000,1060,54437.5
33,2860000,1090,53788.8125
34,2860000,1120,54173.390625
35,2860000,1150,54509.609375
36,2860000,1180,54791.8125
37,2860000,1210,53920.59375
38,2860000,1240,53611.0
39,2860000,1270,54437.6875
40,2860000,1300,55203.1875
41,2860000,1330,54958.0
42,2860000,1360,54273.40625
43,2860000,1390,53652.0
44,2860000,1420,54208.59375
45,2860000,1450,54370.59375
46,2860000,1480,54899.890625
47,2860000,1510,53999.796875
48,2860000,1540,53656.296875
49,2860000,1570,54413.0
50,2860000,1600,55115.703125
51,2860000,1630,54990.90625
52,2860000,1660,53966.59375
53,2860000,1690,53399.90625
54,2860000,1720,53866.109375
55,2860000,1750,54934.609375
56,2860000,1780,55045.0
57,2860000,1810,53946.703125
58,2860000,1840,53813.296875
59,2860000,1870,53878.796875
60,2860000,1900,54367.59375
61,2860000,1930,54654.40625
62,2860000,1960,54594.90625
63,2860000,1990,54338.703125
64,2860000,2020,54242.09375
65,2860000,2050,54269.09375
66,2860000,2080,53799.5
67,2860000,2110,54216.796875
68,2860000,2140,54318.296875
69,2860000,2170,54661.90625
70,2860000,2200,54716.90625
71,2860000,2230,54309.40625
72,2860000,2260,53879.796875
73,2860000,2290,53900.796875
74,2860000,2320,54306.0
75,2860000,2350,54853.0
76,2860000,2380,54665.703125
77,2860000,2410,53638.609375
78,2860000,2440,53697.3125
79,2860000,2470,54100.59375
80,2860000,2500,54421.40625
81,2860000,2530,54727.109375
82,2860000,2560,54534.6875
83,2860000,2590,54059.609375
84,2860000,2620,53903.40625
85,2860000,2650,54160.90625
86,2860000,2680,54343.0
87,2860000,2710,54073.59375
88,2860000,2740,54388.203125
