,Frequency (kHz),Pulse duration (ns),Photoluminescence
0,2860000,100,10264.6875
1,2860000,130,65597.8125
2,2860000,160,67322.21875
3,2860000,190,58932.1875
4,2860000,220,46307.6875
5,2860000,250,56557.8125
6,2860000,280,62154.8125
7,2860000,310,60341.90625
8,2860000,340,52443.90625
9,2860000,370,46170.5
10,2860000,400,50184.59375
11,2860000,430,57703.5
12,2860000,460,58325.1875
13,2860000,490,53829.90625
14,2860000,520,49512.6875
15,2860000,550,49042.90625
16,2860000,580,51969.28125
17,2860000,610,55641.59375
18,2860000,640,55553.40625
19,2860000,670,53654.90625
20,2860000,700,53288.28125
21,2860000,730,53733.78125
22,2860000,760,54284.8125
23,2860000,790,54235.0
24,2860000,820,53281.90625
25,2860000,850,52466.78125
26,2860000,880,52072.28125
27,2860000,910,51647.625
28,2860000,940,51211.59375
29,2860000,970,52016.40625
30,2860000,1000,52993.6875
31,2860000,1030,54514.59375
32,2860000,1060,54522.09375
33,2860000,1090,53606.71875
34,2860000,1120,52957.40625
35,2860000,1150,53106.1875
36,2860000,1180,54039.5
37,2860000,1210,53609.59375
38,2860000,1240,52887.09375
39,2860000,1270,51212.09375
40,2860000,1300,51179.59375
41,2860000,1330,52688.3125
42,2860000,1360,54011.6875
43,2860000,1390,53903.5
44,2860000,1420,52644.6875
45,2860000,1450,52003.3125
46,2860000,1480,52631.21875
47,2860000,1510,54249.0
48,2860000,1540,54578.5
49,2860000,1570,53511.40625
50,2860000,1600,52086.375
51,2860000,1630,52180.71875
52,2860000,1660,53012.59375
53,2860000,1690,53427.59375
54,2860000,1720,52924.6875
55,2860000,1750,51809.90625
56,2860000,1780,51868.6875
57,2860000,1810,52986.40625
58,2860000,1840,53409.625
59,2860000,1870,53771.78125
60,2860000,1900,53082.09375
61,2860000,1930,52607.3125
62,2860000,1960,53023.8125
63,2860000,1990,53771.5
64,2860000,2020,53520.09375
65,2860000,2050,52511.59375
66,2860000,2080,51885.09375
67,2860000,2110,52446.625
68,2860000,2140,53439.1875
69,2860000,2170,53791.28125
70,2860000,2200,52797.78125
71,2860000,2230,52151.40625
72,2860000,2260,52315.8125
73,2860000,2290,53205.0
74,2860000,2320,53822.40625
75,2860000,2350,53517.1875
76,2860000,2380,52741.40625
77,2860000,2410,52600.8125
78,2860000,2440,53105.3125
79,2860000,2470,53577.6875
80,2860000,2500,53742.5
81,2860000,2530,52702.59375
82,2860000,2560,51928.40625
83,2860000,2590,51939.40625
84,2860000,2620,52662.5
85,2860000,2650,53373.8125
86,2860000,2680,53427.09375
87,2860000,2710,52909.8125
88,2860000,2740,52950.5
89,2860000,2770,53477.0
90,2860000,2800,53864.09375
91,2860000,2830,53648.875
92,2860000,2860,52533.40625
93,2860000,2890,52282.90625
94,2860000,2920,52219.0
95,2860000,2950,52582.5
96,2860000,2980,52990.78125
97,2860000,3010,53120.09375
98,2860000,3040,53059.21875
99,2860000,3070,53063.28125
100,2860000,3100,53221.09375
101,2860000,3130,52972.1875
102,2860000,3160,53269.28125
103,2860000,3190,53122.3125
104,2860000,3220,53068.09375
105,2860000,3250,52945.90625
106,2860000,3280,52929.6875
107,2860000,3310,53002.59375
108,2860000,3340,53136.40625
109,2860000,3370,53259.3125
110,2860000,3400,52806.09375
111,2860000,3430,52950.6875
112,2860000,3460,52777.78125
113,2860000,3490,52840.28125
114,2860000,3520,53002.71875
115,2860000,3550,53203.8125
116,2860000,3580,53331.0
117,2860000,3610,53177.0
118,2860000,3640,53073.5
119,2860000,3670,53224.1875
120,2860000,3700,53340.5
121,2860000,3730,53297.71875
122,2860000,3760,52600.6875
123,2860000,3790,52584.59375
124,2860000,3820,52607.0
125,2860000,3850,53029.125
126,2860000,3880,53358.375
127,2860000,3910,53334.5
128,2860000,3940,53090.90625
129,2860000,3970,52987.3125
130,2860000,4000,53072.78125
131,2860000,4030,53403.6875
132,2860000,4060,53331.3125
133,2860000,4090,52682.78125
134,2860000,4120,52852.8125
135,2860000,4150,52874.71875
136,2860000,4180,53114.1875
137,2860000,4210,53341.5
138,2860000,4240,53304.5
139,2860000,4270,53030.40625
140,2860000,4300,52901.3125
141,2860000,4330,52993.0
142,2860000,4360,53137.40625
143,2860000,4390,52889.0
144,2860000,4420,53193.09375
145,2860000,4450,53077.09375
146,2860000,4480,53116.3125
147,2860000,4510,53319.0
148,2860000,4540,53275.09375
149,2860000,4570,53167.71875
150,2860000,4600,53078.09375
151,2860000,4630,52883.40625
152,2860000,4660,52516.59375
153,2860000,4690,52992.09375
154,2860000,4720,53137.59375
155,2860000,4750,53196.6875
156,2860000,4780,53250.09375
157,2860000,4810,53340.78125
158,2860000,4840,53275.1875
159,2860000,4870,53184.0
160,2860000,4900,53151.5
161,2860000,4930,53065.625
162,2860000,4960,53014.09375
163,2860000,4990,53063.78125
164,2860000,5020,53067.59375
165,2860000,5050,52709.1875
166,2860000,5080,53183.78125
167,2860000,5110,53289.71875
168,2860000,5140,53343.09375
169,2860000,5170,53267.5
170,2860000,5200,53221.09375
171,2860000,5230,53103.0
172,2860000,5260,53157.78125
173,2860000,5290,53161.1875
174,2860000,5320,52838.0
175,2860000,5350,53342.5
176,2860000,5380,53318.71875
177,2860000,5410,53303.40625
178,2860000,5440,53200.1875
179,2860000,5470,53205.5
180,2860000,5500,53105.40625
181,2860000,5530,53164.40625
182,2860000,5560,53105.0
183,2860000,5590,52879.71875
184,2860000,5620,53296.3125
185,2860000,5650,53311.78125
186,2860000,5680,53339.90625
187,2860000,5710,53398.09375
188,2860000,5740,53296.0
189,2860000,5770,53219.5
190,2860000,5800,53137.8125
191,2860000,5830,53117.5
192,2860000,5860,53131.3125
193,2860000,5890,53265.78125
194,2860000,5920,53373.90625
195,2860000,5950,52873.375
196,2860000,5980,53276.59375
197,2860000,6010,53293.0
198,2860000,6040,53464.40625
199,2860000,6070,53440.90625
200,2860000,6100,53294.90625
201,2860000,6130,53141.0
202,2860000,6160,53124.8125
203,2860000,6190,53230.6875
204,2860000,6220,52997.8125
205,2860000,6250,53388.6875
206,2860000,6280,53346.6875
207,2860000,6310,53249.3125
208,2860000,6340,53198.09375
209,2860000,6370,53324.09375
210,2860000,6400,53334.59375
211,2860000,6430,53300.09375
212,2860000,6460,53177.40625
213,2860000,6490,53256.3125
214,2860000,6520,53281.375
215,2860000,6550,53502.0
216,2860000,6580,53048.5
217,2860000,6610,53391.40625
218,2860000,6640,53224.0
219,2860000,6670,53231.125
220,2860000,6700,53251.0
221,2860000,6730,53316.40625
222,2860000,6760,53369.8125
223,2860000,6790,53371.5
224,2860000,6820,53279.0
225,2860000,6850,53055.90625
