,Frequency (kHz),Pulse duration (ns),Photoluminescence
0,2860000,100,8142.796875
1,2860000,130,54941.203125
2,2860000,160,53473.40625
3,2860000,190,49275.59375
4,2860000,220,40304.90625
5,2860000,250,42768.59375
6,2860000,280,43900.296875
7,2860000,310,45962.5
8,2860000,340,44138.796875
9,2860000,370,42758.203125
10,2860000,400,45342.5
11,2860000,430,46500.8125
12,2860000,460,44946.40625
13,2860000,490,41711.703125
14,2860000,520,40344.796875
15,2860000,550,43538.609375
16,2860000,580,46755.796875
17,2860000,610,46813.296875
18,2860000,640,44485.40625
19,2860000,670,39538.0
20,2860000,700,38690.5
21,2860000,730,42792.40625
22,2860000,760,45608.0
23,2860000,790,46415.703125
24,2860000,820,44274.09375
25,2860000,850,42380.59375
26,2860000,880,42003.109375
27,2860000,910,42985.5
28,2860000,940,43516.296875
29,2860000,970,43316.40625
30,2860000,1000,42909.203125
31,2860000,1030,43347.0
32,2860000,1060,44532.5
33,2860000,1090,44677.1875
34,2860000,1120,43863.90625
35,2860000,1150,42091.90625
36,2860000,1180,41469.0
37,2860000,1210,43384.5
38,2860000,1240,44752.703125
39,2860000,1270,44906.40625
40,2860000,1300,43524.890625
41,2860000,1330,41896.90625
42,2860000,1360,41964.0
43,2860000,1390,43562.890625
44,2860000,1420,44581.296875
45,2860000,1450,43976.09375
46,2860000,1480,43405.890625
47,2860000,1510,42546.796875
48,2860000,1540,42961.09375
49,2860000,1570,43751.296875
50,2860000,1600,43866.203125
51,2860000,1630,43252.203125
52,2860000,1660,42829.5
53,2860000,1690,43116.59375
54,2860000,1720,43727.59375
55,2860000,1750,44106.203125
56,2860000,1780,43562.59375
57,2860000,1810,42373.8125
58,2860000,1840,42749.296875
59,2860000,1870,43512.59375
60,2860000,1900,44161.890625
61,2860000,1930,43913.796875
62,2860000,1960,43161.90625
63,2860000,1990,42610.3125
64,2860000,2020,43056.5
65,2860000,2050,43839.609375
66,2860000,2080,43659.5
67,2860000,2110,43618.59375
68,2860000,2140,42995.09375
69,2860000,2170,42900.09375
70,2860000,2200,43372.296875
71,2860000,2230,43815.40625
72,2860000,2260,43624.203125
73,2860000,2290,43127.796875
74,2860000,2320,43016.203125
75,2860000,2350,43333.59375
76,2860000,2380,43221.5
77,2860000,2410,43795.890625
78,2860000,2440,43528.703125
79,2860000,2470,43025.40625
80,2860000,2500,43170.609375
81,2860000,2530,43594.796875
82,2860000,2560,43789.0
83,2860000,2590,43521.0
84,2860000,2620,43148.703125
85,2860000,2650,43098.203125
86,2860000,2680,43377.890625
87,2860000,2710,43681.5
88,2860000,2740,43253.390625
89,2860000,2770,43266.5
90,2860000,2800,43110.0
91,2860000,2830,43324.296875
92,2860000,2860,43641.5
93,2860000,2890,43713.796875
94,2860000,2920,43550.796875
95,2860000,2950,43134.703125
96,2860000,2980,43165.5
97,2860000,3010,43453.0
98,2860000,3040,43755.296875
99,2860000,3070,43317.703125
100,2860000,3100,43517.5
101,2860000,3130,43285.796875
102,2860000,3160,43264.5
103,2860000,3190,43495.40625
104,2860000,3220,43637.203125
105,2860000,3250,43540.703125
106,2860000,3280,43477.796875
107,2860000,3310,43589.703125
108,2860000,3340,43621.6875
109,2860000,3370,43152.59375
110,2860000,3400,43411.296875
111,2860000,3430,43140.890625
112,2860000,3460,43298.296875
113,2860000,3490,43560.0
114,2860000,3520,43829.0
115,2860000,3550,43662.796875
116,2860000,3580,43505.203125
117,2860000,3610,43158.296875
118,2860000,3640,42801.3125
119,2860000,3670,43390.59375
120,2860000,3700,43615.890625
121,2860000,3730,43669.0
122,2860000,3760,43605.796875
123,2860000,3790,43491.703125
124,2860000,3820,43406.296875
125,2860000,3850,43424.90625
126,2860000,3880,43383.3125
127,2860000,3910,43489.0
128,2860000,3940,43568.703125
129,2860000,3970,43696.203125
130,2860000,4000,43733.296875
131,2860000,4030,43094.203125
132,2860000,4060,43236.296875
133,2860000,4090,43261.8125
134,2860000,4120,43399.40625
135,2860000,4150,43731.3125
136,2860000,4180,43779.703125
137,2860000,4210,43669.09375
138,2860000,4240,43449.59375
139,2860000,4270,42866.203125
140,2860000,4300,43414.609375
