,Frequency (kHz),Pulse duration (ns),Photoluminescence
0,2860000,100,12316.8125
1,2860000,130,73790.875
2,2860000,160,71864.71875
3,2860000,190,66300.78125
4,2860000,220,54427.71875
5,2860000,250,63023.09375
6,2860000,280,68069.40625
7,2860000,310,66540.6875
8,2860000,340,59938.28125
9,2860000,370,54404.5
10,2860000,400,58152.59375
11,2860000,430,63404.40625
12,2860000,460,64875.78125
13,2860000,490,61425.0
14,2860000,520,57848.625
15,2860000,550,57587.5
16,2860000,580,59970.5
17,2860000,610,61872.6875
18,2860000,640,62263.71875
19,2860000,670,61070.5
20,2860000,700,61108.40625
21,2860000,730,61875.5
22,2860000,760,62137.0
23,2860000,790,60281.71875
24,2860000,820,59544.40625
25,2860000,850,59135.6875
26,2860000,880,59560.3125
27,2860000,910,60293.0
28,2860000,940,60180.28125
29,2860000,970,59471.40625
30,2860000,1000,59761.3125
31,2860000,1030,61616.0
32,2860000,1060,62403.875
33,2860000,1090,62297.09375
34,2860000,1120,60569.40625
35,2860000,1150,59464.21875
36,2860000,1180,59714.09375
37,2860000,1210,60421.59375
38,2860000,1240,60763.3125
39,2860000,1270,60444.0
40,2860000,1300,59838.40625
41,2860000,1330,59593.0
42,2860000,1360,60160.125
43,2860000,1390,60975.59375
44,2860000,1420,60794.8125
45,2860000,1450,61107.5
46,2860000,1480,60964.5
47,2860000,1510,60817.0
48,2860000,1540,60518.40625
49,2860000,1570,60414.8125
50,2860000,1600,60552.71875
51,2860000,1630,60765.78125
52,2860000,1660,60584.5
53,2860000,1690,59959.0
54,2860000,1720,58943.0
55,2860000,1750,59532.5
56,2860000,1780,60486.6875
57,2860000,1810,61483.0
58,2860000,1840,61639.0
59,2860000,1870,60690.5
60,2860000,1900,59753.375
61,2860000,1930,59908.90625
62,2860000,1960,60714.09375
63,2860000,1990,61422.09375
64,2860000,2020,60967.3125
65,2860000,2050,59140.5
66,2860000,2080,59212.0
67,2860000,2110,60086.1875
68,2860000,2140,61169.59375
69,2860000,2170,61529.0
70,2860000,2200,60834.6875
71,2860000,2230,59537.1875
72,2860000,2260,59556.5
73,2860000,2290,60576.0
74,2860000,2320,61375.0
75,2860000,2350,60903.1875
76,2860000,2380,60620.40625
77,2860000,2410,60071.1875
78,2860000,2440,60114.59375
79,2860000,2470,60875.5
80,2860000,2500,60939.59375
81,2860000,2530,60341.59375
82,2860000,2560,59740.09375
83,2860000,2590,59730.40625
84,2860000,2620,59938.0
85,2860000,2650,61160.09375
86,2860000,2680,61169.5
87,2860000,2710,60812.0
88,2860000,2740,60649.5
89,2860000,2770,60748.5
90,2860000,2800,60663.09375
91,2860000,2830,60463.875
92,2860000,2860,60009.8125
93,2860000,2890,59735.71875
94,2860000,2920,60078.09375
95,2860000,2950,60631.09375
96,2860000,2980,60319.59375
97,2860000,3010,60701.59375
98,2860000,3040,60564.09375
99,2860000,3070,60601.21875
100,2860000,3100,60800.3125
101,2860000,3130,60789.0
102,2860000,3160,60578.375
103,2860000,3190,60115.90625
104,2860000,3220,60140.5
105,2860000,3250,59991.21875
106,2860000,3280,60746.28125
107,2860000,3310,60740.21875
108,2860000,3340,60564.90625
109,2860000,3370,60293.90625
110,2860000,3400,60327.71875
111,2860000,3430,60601.90625
112,2860000,3460,60654.0
113,2860000,3490,60631.3125
114,2860000,3520,60510.59375
115,2860000,3550,60063.28125
116,2860000,3580,60686.90625
117,2860000,3610,60742.0
118,2860000,3640,60743.0
119,2860000,3670,60510.21875
120,2860000,3700,60277.78125
121,2860000,3730,60272.90625
122,2860000,3760,60328.71875
123,2860000,3790,60577.8125
124,2860000,3820,60668.3125
125,2860000,3850,60667.40625
126,2860000,3880,60718.1875
127,2860000,3910,60076.28125
128,2860000,3940,60615.0
129,2860000,3970,60677.1875
130,2860000,4000,60584.6875
131,2860000,4030,60595.0
132,2860000,4060,60396.0
133,2860000,4090,60390.8125
134,2860000,4120,60515.1875
135,2860000,4150,60676.59375
136,2860000,4180,60807.90625
137,2860000,4210,60681.3125
138,2860000,4240,60040.5
139,2860000,4270,60394.1875
140,2860000,4300,60488.28125
141,2860000,4330,60654.1875
142,2860000,4360,60726.0
143,2860000,4390,60671.40625
144,2860000,4420,60572.78125
145,2860000,4450,60537.375
146,2860000,4480,60564.1875
147,2860000,4510,60656.3125
148,2860000,4540,60114.21875
149,2860000,4570,60518.0
150,2860000,4600,60460.28125
151,2860000,4630,60527.375
152,2860000,4660,60674.09375
153,2860000,4690,60811.125
154,2860000,4720,60796.71875
155,2860000,4750,60710.8125
156,2860000,4780,60594.59375
157,2860000,4810,60605.90625
158,2860000,4840,60547.40625
159,2860000,4870,60029.28125
160,2860000,4900,60541.8125
161,2860000,4930,60526.6875
162,2860000,4960,60679.40625
163,2860000,4990,60793.90625
164,2860000,5020,60777.59375
165,2860000,5050,60703.5
166,2860000,5080,60641.3125
167,2860000,5110,60701.6875
168,2860000,5140,60698.40625
